design,vn_id,mean_feature_0,mean_feature_1,mean_feature_2,mean_feature_3,mean_feature_4,mean_feature_5,mean_feature_6,mean_feature_7,mean_feature_8,mean_feature_9,mean_feature_10,mean_feature_11,mean_feature_12,mean_feature_13,mean_feature_14,mean_feature_15,mean_feature_16,mean_feature_17,mean_feature_18,mean_feature_19,mean_feature_20,mean_feature_21,mean_feature_22,mean_feature_23,mean_feature_24,mean_feature_25,mean_feature_26,mean_feature_27,mean_feature_28,mean_feature_29,mean_feature_30,mean_feature_31,mean_feature_32,mean_feature_33,mean_feature_34,mean_feature_35,mean_feature_36,mean_feature_37,mean_feature_38,mean_feature_39,mean_feature_40,mean_feature_41,mean_feature_42,mean_feature_43,mean_feature_44,max_feature_0,max_feature_1,max_feature_2,max_feature_3,max_feature_4,max_feature_5,max_feature_6,max_feature_7,max_feature_8,max_feature_9,max_feature_10,max_feature_11,max_feature_12,max_feature_13,max_feature_14,max_feature_15,max_feature_16,max_feature_17,max_feature_18,max_feature_19,max_feature_20,max_feature_21,max_feature_22,max_feature_23,max_feature_24,max_feature_25,max_feature_26,max_feature_27,max_feature_28,max_feature_29,max_feature_30,max_feature_31,max_feature_32,max_feature_33,max_feature_34,max_feature_35,max_feature_36,max_feature_37,max_feature_38,max_feature_39,max_feature_40,max_feature_41,max_feature_42,max_feature_43,max_feature_44
19,0,203.92645263671875,0.0005951591301709414,2.7430016416474245e-05,3.017303466796875,3.7948811054229736,-4.036012796859723e-06,2.4076107365544885e-05,0.0006507502985186875,-0.002406864194199443,-0.007072636391967535,-0.00019633129704743624,-6.0356913309078664e-05,0.0002602404565550387,0.0005961211281828582,-0.0003949193051084876,4.202334880828857,8.087620735168457,2.670736789703369,9.884011268615723,10.908429145812988,1.6344308853149414,6.0059285163879395,3.8441901206970215,0.26324376463890076,4.489092826843262,8.350817680358887,3.5392208099365234,11.660383224487305,11.3214111328125,1.8088470697402954,8.902934074401855,4.774629592895508,0.27252259850502014,2.472963333129883,4.872927188873291,8.751802444458008,12.34444808959961,12.8192138671875,10.782624244689941,3.2858688831329346,5.681326389312744,9.944304466247559,14.205840110778809,16.51712417602539,18.660598754882812,29866.0,0.0718640685081482,0.1521817296743393,6.0,320.0,0.0004359138838481158,0.00012111533578718081,0.0013000756734982133,0.001063688425347209,0.0005767266266047955,0.000917155179195106,0.036542944610118866,0.06698398292064667,0.08141478896141052,0.052839551120996475,129.60037231445312,316.4415588378906,94.53934478759766,349.176513671875,252.38778686523438,26.662673950195312,437.5394287109375,183.0208282470703,8.538111686706543,803.013916015625,1402.9541015625,1092.047607421875,2299.770751953125,1850.36669921875,616.85302734375,2212.27001953125,859.7145385742188,62.43521499633789,188.0,189.0,220.0,184.0,333.0,333.0,542.0,532.0,1033.0,1862.0,2543.0,3212.0
19,1,222.5398406982422,0.0007807907531969249,2.9264099339343375e-06,2.9780218601226807,3.2899601459503174,-9.098475857172161e-05,-8.962146239355206e-05,8.010603050934151e-05,0.00010518999624764547,5.8373283536639065e-05,9.055051486939192e-05,-3.1346931791631505e-05,0.00023911779862828553,0.000577385479118675,-0.0003474375116638839,1.1885440349578857,3.559720516204834,2.184134006500244,2.707540512084961,4.835765838623047,1.3359431028366089,1.718368649482727,1.522979497909546,0.16797643899917603,1.9776384830474854,5.239209175109863,3.189574956893921,5.5953569412231445,8.569080352783203,2.274285316467285,3.8444106578826904,3.0474400520324707,0.3027617335319519,1.8214285373687744,3.084665298461914,4.825049877166748,7.492507457733154,11.123251914978027,16.844406127929688,2.0585663318634033,3.633241653442383,6.70591926574707,11.358766555786133,17.816932678222656,28.368257522583008,30060.0,0.009095452725887299,0.01171734556555748,6.0,7.0,5.222831168794073e-05,0.0001903115917230025,0.00024336735077667981,0.00015901266306173056,0.0006531258695758879,0.0001365724456263706,0.013323063030838966,0.009315448813140392,0.15101879835128784,0.11439362913370132,32.69386291503906,64.12972259521484,53.927459716796875,150.03143310546875,203.59678649902344,39.521968841552734,132.4365997314453,100.45113372802734,7.491606712341309,238.8507843017578,1113.59619140625,1017.7548217773438,792.7230224609375,1658.1832275390625,614.2184448242188,583.5326538085938,431.4332580566406,63.25044250488281,6.0,32.0,60.0,155.0,335.0,454.0,364.0,684.0,800.0,1437.0,1438.0,1910.0
19,2,188.98828125,0.000688829692080617,0.0,2.966275930404663,3.5844295024871826,-9.287929424317554e-05,-9.278915968025103e-05,8.378632628591731e-05,0.00010956678306683898,6.133411807240918e-05,9.43539198487997e-05,-2.8068416213500313e-05,0.0002632981922943145,0.000582741282414645,-0.0003823942388407886,2.1030991077423096,6.868850231170654,3.9697556495666504,4.754146099090576,9.213330268859863,2.5329244136810303,2.8982839584350586,2.75244140625,0.3212834596633911,1.4515506029129028,3.976609230041504,2.353919506072998,2.9670522212982178,4.542140007019043,1.1412343978881836,1.926904559135437,1.5243951082229614,0.13771040737628937,2.3938052654266357,4.438770771026611,8.103204727172852,13.255082130432129,20.18596076965332,29.7003116607666,2.32659649848938,3.853145122528076,6.080722332000732,9.061348915100098,12.61061954498291,16.707605361938477,389.0,0.0033983008470386267,0.0,6.0,7.0,5.327014150680043e-05,-6.151502748252824e-05,0.00012036127009196207,0.00015755853382870555,0.00010034062142949551,0.00013536031474359334,-2.112844777002465e-05,0.0003713997430168092,0.000821984838694334,-0.00028829131042584777,32.35094451904297,71.02877044677734,51.95219039916992,129.36474609375,166.6494598388672,45.71980285644531,124.9348373413086,86.20589447021484,7.670325756072998,138.2714385986328,333.297607421875,335.46612548828125,739.8743896484375,727.0848999023438,329.2826232910156,570.7921752929688,424.1720275878906,32.24531936645508,6.0,32.0,64.0,191.0,259.0,454.0,128.0,128.0,338.0,721.0,1422.0,1720.0
19,3,200.68655395507812,0.0008404284017160535,6.455639231717214e-05,2.979462146759033,3.336430311203003,-7.379514136118814e-05,-8.739098848309368e-05,7.912761066108942e-05,0.00010381874744780362,5.774821693194099e-05,8.946248271968216e-05,-4.1150342440232635e-05,0.00023087518638931215,0.0005613298853859305,-0.00035473849857226014,1.2726092338562012,3.1263926029205322,1.746217131614685,2.811037540435791,4.172163963317871,1.110138177871704,1.8535730838775635,1.4206815958023071,0.13779139518737793,2.4546430110931396,4.1611552238464355,2.057755470275879,6.495977878570557,7.037047863006592,1.2980810403823853,5.332807540893555,3.2321910858154297,0.21279582381248474,1.8997554779052734,3.0251834392547607,4.614914417266846,7.037775039672852,10.678239822387695,16.881662368774414,2.3116137981414795,4.004156589508057,6.600855827331543,10.578239440917969,17.469804763793945,29.705989837646484,29994.0,0.0436781607568264,0.516353964805603,6.0,1081.0,0.0036018749233335257,0.0004470547428354621,0.0014859045622870326,0.0019522785441949964,0.0010767907369881868,0.0016798700671643019,2.7641988090826297e-12,0.004615555051714182,0.060940757393836975,0.04999823495745659,293.49041748046875,901.2144775390625,260.2461242675781,245.68663024902344,259.7944030761719,37.69242477416992,119.98321533203125,113.91510772705078,6.7362799644470215,1748.1143798828125,2091.320556640625,1586.8897705078125,1530.8892822265625,2302.99072265625,827.7562255859375,1039.3865966796875,564.1889038085938,71.05311584472656,579.0,580.0,664.0,567.0,813.0,924.0,670.0,1332.0,1258.0,1335.0,1335.0,2211.0
19,4,219.72459411621094,0.0009599918266758323,0.00011029556480934843,2.9653193950653076,3.4409232139587402,-8.735882875043899e-05,-8.951579366112128e-05,8.041427645366639e-05,0.00010500747885089368,5.90104355069343e-05,9.066603524843231e-05,-2.7150728783453815e-05,0.00025475912843830884,0.0005638559814542532,-0.00037000514566898346,1.6395403146743774,3.6459920406341553,2.001154661178589,3.7465436458587646,5.38322114944458,1.1961394548416138,2.4414126873016357,2.006293535232544,0.1747877150774002,1.5749307870864868,3.05708909034729,1.6129629611968994,3.8215932846069336,4.318973541259766,0.7685399651527405,2.6098029613494873,1.7306122779846191,0.11824177950620651,1.8802918195724487,3.3629515171051025,5.43733549118042,8.352068901062012,12.728533744812012,19.46137237548828,2.129753589630127,3.701267719268799,5.951327323913574,8.350992202758789,11.315713882446289,14.914494514465332,30117.0,0.5150424838066101,0.5279994010925293,6.0,619.0,0.001369275851175189,0.00019017110753338784,0.0013058657059445977,0.0017181717557832599,0.0009534744312986732,0.0014828587882220745,1.9301117648584665e-10,0.004161834716796875,0.00921106617897749,1.5638528883324398e-12,636.785888671875,1359.80126953125,1088.8218994140625,1026.763916015625,1628.9293212890625,492.5260925292969,862.086669921875,603.9210815429688,56.61626434326172,1565.4788818359375,2594.76025390625,1184.2396240234375,3326.943359375,3608.65966796875,567.9520263671875,1664.4287109375,1123.8485107421875,76.5625,303.0,621.0,666.0,1757.0,1997.0,1680.0,642.0,902.0,3099.0,3395.0,3946.0,4251.0
19,5,246.50579833984375,0.0008540703565813601,9.477268031332642e-05,3.058964252471924,3.2709007263183594,-7.481523789465427e-05,-8.650454401504248e-05,7.757437560940161e-05,0.00010118339559994638,5.7020057283807546e-05,8.728880493436009e-05,-6.277047941694036e-05,0.00018434163939673454,0.0005529322079382837,-0.000385691033443436,1.7644644975662231,3.864652156829834,2.1044955253601074,3.565755844116211,5.122973918914795,1.3155437707901,2.093738555908203,1.62453293800354,0.15939082205295563,1.8767139911651611,3.345532178878784,1.4579508304595947,4.787363529205322,5.241424083709717,0.9610101580619812,3.781874418258667,2.274313449859619,0.15428753197193146,1.6677430868148804,3.414783000946045,5.900012016296387,9.075708389282227,12.343619346618652,16.428417205810547,2.201650619506836,4.190647125244141,7.388829231262207,11.451740264892578,15.877765655517578,22.07463264465332,30043.0,0.06606696546077728,0.16699014604091644,6.0,174.0,0.003589537926018238,3.947345612687059e-05,0.0007545948028564453,0.0007760367006994784,0.0007231084746308625,0.0006679797661490738,0.08136697113513947,0.0018517636926844716,0.11037173122167587,0.059889767318964005,168.56076049804688,241.7783966064453,135.67349243164062,270.1803283691406,352.8272705078125,58.40218734741211,212.93641662597656,143.34161376953125,12.077107429504395,411.0890808105469,1175.92919921875,763.8233642578125,2524.254638671875,2321.64599609375,466.2853088378906,3416.4912109375,1620.6334228515625,84.20133972167969,112.0,141.0,149.0,202.0,368.0,505.0,534.0,587.0,1304.0,1911.0,4820.0,10053.0
19,6,201.55316162109375,0.0007982931565493345,5.135614992468618e-05,3.00166392326355,3.347904920578003,-8.709363464731723e-05,-8.811146835796535e-05,7.858275785110891e-05,0.00010297195694874972,5.785536268376745e-05,8.900590182747692e-05,-2.6710495149018243e-05,0.00025073677534237504,0.0005548445624299347,-0.00036408056621439755,1.4287861585617065,3.6344189643859863,1.6602357625961304,3.3015434741973877,4.871298313140869,1.0983293056488037,2.364985942840576,1.7444041967391968,0.15939243137836456,1.4484307765960693,3.0898385047912598,1.6445024013519287,3.0832810401916504,4.160439968109131,0.8505804538726807,1.8112678527832031,1.466833233833313,0.12205953150987625,1.7124489545822144,3.184389591217041,5.048253059387207,7.661170959472656,11.090757369995117,16.313718795776367,2.0006051063537598,3.5469672679901123,5.562093257904053,8.039026260375977,10.942671775817871,14.789896011352539,30033.0,0.04907546192407608,0.2904895544052124,6.0,593.0,0.003244668012484908,-2.599575589512515e-11,0.001092968974262476,0.0014371213037520647,0.0007924771052785218,0.0012362310662865639,-2.297071005630258e-10,0.003418809501454234,0.007567591965198517,2.336829514615335e-12,160.0579376220703,499.9298400878906,158.72293090820312,176.97982788085938,137.7720184326172,18.91755485534668,202.95428466796875,85.71406555175781,4.618973731994629,458.7059020996094,659.7383422851562,422.66278076171875,1365.9412841796875,1007.381591796875,166.3040771484375,930.9047241210938,499.69232177734375,20.46977996826172,335.0,336.0,385.0,310.0,488.0,501.0,258.0,591.0,832.0,1198.0,1871.0,2049.0
19,7,193.21884155273438,0.0007446898380294442,0.0,2.9985649585723877,4.126405239105225,-0.00010862982162507251,-0.00010251958156004548,8.971626084530726e-05,9.875845717033371e-05,7.617069786647335e-05,0.00010420580656500533,-3.0207269446691498e-05,0.0002828426950145513,0.0006253935280255973,-0.00041083418182097375,1.276139736175537,2.0044713020324707,0.6962777972221375,2.5322020053863525,2.6502034664154053,0.3945266306400299,1.5040956735610962,0.9803044199943542,0.06630376726388931,1.4554747343063354,2.253004312515259,1.171837568283081,3.163924217224121,3.2229254245758057,0.555465817451477,2.7392220497131348,1.4915744066238403,0.0936015322804451,2.2986128330230713,4.122817516326904,6.468667984008789,9.242645263671875,12.039822578430176,14.923941612243652,2.485529661178589,4.242405891418457,6.5136332511901855,9.461971282958984,14.177827835083008,21.77313995361328,389.0,0.002098950557410717,0.0,6.0,7.0,0.0034675714559853077,-6.10880988460849e-06,0.00012132567644584924,0.00015634573355782777,0.00018717828788794577,0.00014523316349368542,-2.0918900190736167e-05,0.0003717548679560423,0.0008219123119488358,-0.000288109527900815,22.224628448486328,42.77083206176758,20.777095794677734,59.525917053222656,61.45491409301758,13.00129222869873,69.53810119628906,42.2440071105957,2.1562716960906982,570.136474609375,826.216064453125,264.8258056640625,1261.4124755859375,1697.0208740234375,308.327880859375,1282.83935546875,590.466552734375,50.18242263793945,6.0,32.0,64.0,84.0,120.0,193.0,278.0,312.0,739.0,1748.0,2123.0,3243.0
19,8,208.31353759765625,0.0005940860137343407,3.594829195208149e-06,3.0259242057800293,3.6751034259796143,2.5594388716854155e-05,5.716779560316354e-05,-0.0010556828929111362,-0.006165586411952972,0.0021149113308638334,0.0004197456582915038,-2.3477632566937245e-05,0.00028332023066468537,0.0005894539062865078,-0.0003977490705437958,4.721220016479492,9.930373191833496,3.4546637535095215,14.331404685974121,17.866209030151367,2.8067433834075928,10.416369438171387,7.545917987823486,0.5496882200241089,5.391750335693359,9.080869674682617,3.812647819519043,17.06365203857422,16.47982406616211,2.489691734313965,15.006088256835938,8.096174240112305,0.46404385566711426,2.510507822036743,4.833103179931641,8.633686065673828,13.405736923217773,18.60622787475586,24.53167724609375,2.764380931854248,5.477834224700928,10.352355003356934,17.20555305480957,24.790306091308594,34.90565872192383,29975.0,0.009095452725887299,0.01171734556555748,6.0,7.0,0.00014424663095269352,0.00021690498397219926,0.00012219986820127815,0.00015677134797442704,0.004827833268791437,0.000882981694303453,-2.336363047472645e-11,0.0004107223358005285,0.0008220045710913837,8.459660923165746e-13,58.10917282104492,81.57059478759766,34.97267150878906,319.7153015136719,266.56988525390625,33.22256088256836,495.3896484375,207.94728088378906,9.662800788879395,982.5042724609375,1887.4918212890625,466.42132568359375,2469.45947265625,3237.063232421875,552.4995727539062,2305.630615234375,997.7598876953125,90.12722778320312,6.0,32.0,64.0,191.0,357.0,490.0,293.0,518.0,1289.0,2126.0,2437.0,2437.0
19,9,177.93350219726562,0.0008386475965380669,4.78062174806837e-05,3.0193734169006348,3.4671130180358887,-8.512091881129891e-05,-8.603889000369236e-05,7.943423406686634e-05,9.897874406306073e-05,6.140059849712998e-05,8.824981341604143e-05,-2.7440219128038734e-05,0.00025759279378689826,0.0005701269255951047,-0.00037411871016956866,1.2371704578399658,2.9725430011749268,1.7289327383041382,2.68924617767334,4.273401260375977,1.1266695261001587,2.037165403366089,1.5384037494659424,0.1503726840019226,4.678119659423828,7.2345452308654785,3.615480899810791,11.867669105529785,11.312897682189941,1.9482629299163818,9.990813255310059,5.340950012207031,0.3206119239330292,1.640038251876831,2.537790060043335,3.618990659713745,5.486606121063232,7.964242935180664,11.3027982711792,2.9762017726898193,4.90947151184082,8.288567543029785,10.849677085876465,16.853742599487305,27.072471618652344,30002.0,0.10004997253417969,0.29278987646102905,6.0,454.0,0.002019706415012479,0.002017639810219407,0.0009480070439167321,0.0012574803549796343,0.0006981245242059231,0.00108239590190351,1.6837690963722451e-10,0.002991380635648966,0.006620496977120638,1.7265817681827444e-12,269.78363037109375,495.7178039550781,250.28683471679688,252.0112762451172,324.1429138183594,109.54365539550781,274.0092468261719,171.32257080078125,8.463590621948242,22643.720703125,34976.97265625,16171.9326171875,45464.79296875,46405.1875,8472.021484375,26327.955078125,15564.4287109375,1189.963623046875,240.0,287.0,210.0,295.0,429.0,555.0,8617.0,13681.0,29764.0,26266.0,27311.0,26999.0
